# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 119K of event 'task-clock:ppp'
# Event count (approx.): 119732732613
#
# Overhead  Symbol                                            IPC   [IPC Coverage]
# ........  ................................................  ....................
#
     0.03%  [.] FunctionCall1Coll                             -      -            
     0.03%  [.] ResourceOwnerRememberLock                     -      -            
     0.03%  [k] _raw_spin_unlock_bh                           -      -            
     0.03%  [.] list_delete_nth_cell                          -      -            
     0.03%  [.] namestrcpy                                    -      -            
     0.03%  [k] security_socket_sendmsg                       -      -            
     0.03%  [.] ExecAssignExprContext                         -      -            
     0.03%  [.] ExecutorFinish                                -      -            
     0.03%  [.] GetCurrentTransactionStopTimestamp            -      -            
     0.03%  [k] ___slab_alloc                                 -      -            
     0.03%  [.] _bt_mark_scankey_required                     -      -            
     0.03%  [k] get_sq_desc                                   -      -            
     0.03%  [.] heapam_index_fetch_end                        -      -            
     0.03%  [.] index_open                                    -      -            
     0.03%  [k] tcp_rate_check_app_limited                    -      -            
     0.03%  [.] AtEOXact_on_commit_actions                    -      -            
     0.03%  [.] ChoosePortalStrategy                          -      -            
     0.03%  [.] ExecInitResultSlot                            -      -            
     0.03%  [.] ExecShutdownNode_walker.part.0                -      -            
     0.03%  [.] PortalGetPrimaryStmt                          -      -            
     0.03%  [.] check_log_statement                           -      -            
     0.03%  [k] ena_com_write_bounce_buffer_to_dev            -      -            
     0.03%  [.] heapam_slot_callbacks                         -      -            
     0.03%  [k] tcp_update_skb_after_send                     -      -            
     0.03%  [k] validate_xmit_skb                             -      -            
     0.03%  [.] EndCommandExtended                            -      -            
     0.03%  [.] GetTopTransactionStateData                    -      -            
     0.03%  [k] __list_del_entry_valid_or_report              -      -            
     0.03%  [k] dma_map_page_attrs                            -      -            
     0.03%  [.] secure_raw_read                               -      -            
     0.03%  [.] ExecSetExecProcNode                           -      -            
     0.03%  [.] IOContextForStrategy                          -      -            
     0.03%  [k] sk_reset_timer                                -      -            
     0.03%  [.] AtCommit_Memory                               -      -            
     0.03%  [k] __ip_finish_output                            -      -            
     0.03%  [.] pq_getmsgend                                  -      -            
     0.03%  [.] strncpy@plt                                   -      -            
     0.03%  [k] tcp_rearm_rto                                 -      -            
     0.03%  [.] 0x0000000000175842                            -      -            
     0.03%  [.] CreateDestReceiver                            -      -            
     0.03%  [k] __cond_resched                                -      -            
     0.03%  [.] index_rescan                                  -      -            
     0.03%  [k] sock_def_readable                             -      -            
     0.03%  [k] tcp_ack_update_rtt                            -      -            
     0.03%  [.] 0x000000000017584d                            -      -            
     0.03%  [.] ExecutorEnd                                   -      -            
     0.03%  [k] __put_user_8                                  -      -            
     0.03%  [.] btrescan                                      -      -            
     0.03%  [.] charhashfast                                  -      -            
     0.03%  [.] exprCollation                                 -      -            
     0.03%  [k] ip_rcv_core                                   -      -            
     0.03%  [k] mod_timer                                     -      -            
     0.03%  [k] tcp_rate_skb_sent                             -      -            
     0.03%  [k] tcp_stream_alloc_skb                          -      -            
     0.03%  [k] validate_xmit_skb_list                        -      -            
     0.03%  [.] 0x000000000008f3c0                            -      -            
     0.03%  [.] 0x0000000000175858                            -      -            
     0.03%  [.] FreeQueryDesc                                 -      -            
     0.03%  [.] IsTransactionOrTransactionBlock               -      -            
     0.03%  [.] __lll_lock_wait_private                       -      -            
     0.03%  [k] check_stack_object                            -      -            
     0.03%  [k] hrtimer_active                                -      -            
     0.03%  [.] index_fetch_heap                              -      -            
     0.03%  [.] pg_verify_mbstr                               -      -            
     0.03%  [k] skb_push                                      -      -            
     0.03%  [k] sock_rfree                                    -      -            
     0.03%  [.] 0x00000000000a01ee                            -      -            
     0.03%  [.] 0x00000000000a1240                            -      -            
     0.03%  [k] __list_add_valid_or_report                    -      -            
     0.03%  [.] exec_describe_portal_message                  -      -            
     0.03%  [k] sock_recvmsg                                  -      -            
     0.03%  [.] BufTableHashCode                              -      -            
     0.03%  [.] MarkPortalActive                              -      -            
     0.03%  [.] SearchSysCache3                               -      -            
     0.03%  [k] __netif_receive_skb_list_core                 -      -            
     0.03%  [.] _bt_relandgetbuf                              -      -            
     0.03%  [.] int4eq                                        -      -            
     0.03%  [k] ip_list_rcv                                   -      -            
     0.03%  [k] netdev_pick_tx                                -      -            
     0.03%  [.] 0x000000000008f3ce                            -      -            
     0.03%  [.] 0x000000000009ed82                            -      -            
     0.02%  [.] ExecAssignScanProjectionInfo                  -      -            
     0.02%  [.] GetActiveSnapshot                             -      -            
     0.02%  [.] ReleaseSysCache                               -      -            
     0.02%  [.] gettimeofday@plt                              -      -            
     0.02%  [.] 0x0000000000176980                            -      -            
     0.02%  [.] 0x0000000000176986                            -      -            
     0.02%  [.] GetAwaitedLock                                -      -            
     0.02%  [.] __errno_location@plt                          -      -            
     0.02%  [.] hash_bytes_uint32                             -      -            
     0.02%  [k] hrtimer_try_to_cancel.part.0                  -      -            
     0.02%  [k] native_queued_spin_lock_slowpath              -      -            
     0.02%  [.] object_aclcheck_ext                           -      -            
     0.02%  [.] pg_ulltoa_n                                   -      -            
     0.02%  [k] tcp_send_mss                                  -      -            
     0.02%  [.] GetTopTransactionIdIfAny                      -      -            
     0.02%  [.] HeapCheckForSerializableConflictOut           -      -            
     0.02%  [.] TransactionStartedDuringRecovery              -      -            
     0.02%  [k] _raw_spin_unlock                              -      -            
     0.02%  [.] finish_xact_command                           -      -            
     0.02%  [.] heapam_index_fetch_begin                      -      -            
     0.02%  [k] netif_skb_features                            -      -            
     0.02%  [k] poll_freewait                                 -      -            
     0.02%  [.] 0x00000000001727c3                            -      -            
     0.02%  [.] ExecStoreBufferHeapTuple                      -      -            
     0.02%  [.] LockTagHashCode                               -      -            
     0.02%  [.] RegisterSnapshotOnOwner                       -      -            
     0.02%  [.] appendBinaryStringInfoNT                      -      -            
     0.02%  [k] futex_wake                                    -      -            
     0.02%  [k] mem_cgroup_charge_skmem                       -      -            
     0.02%  [.] printtup_create_DR                            -      -            
     0.02%  [k] tcp_update_pacing_rate                        -      -            
     0.02%  [.] 0x0000000000172817                            -      -            
     0.02%  [.] AtEOXact_TypeCache                            -      -            
     0.02%  [.] ExecAssignProjectionInfo                      -      -            
     0.02%  [.] ExecutorRun                                   -      -            
     0.02%  [.] IncrBufferRefCount                            -      -            
     0.02%  [.] LockBufferInternal                            -      -            
     0.02%  [.] ReScanExprContext                             -      -            
     0.02%  [k] bpf_lsm_socket_sendmsg                        -      -            
     0.02%  [k] dev_gro_receive                               -      -            
     0.02%  [k] free_unref_page                               -      -            
     0.02%  [.] getTypeIOParam                                -      -            
     0.02%  [k] ip_sublist_rcv                                -      -            
     0.02%  [k] netif_receive_skb_list_internal               -      -            
     0.02%  [k] tcp_rbtree_insert                             -      -            
     0.02%  [.] 0x000000000008f341                            -      -            
     0.02%  [.] 0x000000000008f3c4                            -      -            
     0.02%  [.] 0x0000000000172823                            -      -            
     0.02%  [.] 0x0000000000175862                            -      -            
     0.02%  [.] 0x0000000000175869                            -      -            
     0.02%  [.] AtEOXact_LocalBuffers                         -      -            
     0.02%  [.] ExecCheckOneRelPerms                          -      -            
     0.02%  [.] ExecOpenScanRelation                          -      -            
     0.02%  [.] PgConnectionProbeBufferedMessageType          -      -            
     0.02%  [.] ReleaseCachedPlan                             -      -            
     0.02%  [k] dev_hard_start_xmit                           -      -            
     0.02%  [k] ena_update_ring_numa_node                     -      -            
     0.02%  [.] pairingheap_add                               -      -            
     0.02%  [.] pairingheap_remove_first                      -      -            
     0.02%  [k] tcp_recv_timestamp                            -      -            
     0.02%  [.] 0x000000000008f353                            -      -            
     0.02%  [.] 0x000000000009edc6                            -      -            
     0.02%  [.] 0x0000000000176fc9                            -      -            
     0.02%  [.] AtEOXact_Parallel                             -      -            
     0.02%  [.] AtEOXact_SMgr                                 -      -            
     0.02%  [.] CreateTemplateTupleDesc                       -      -            
     0.02%  [.] ExecJustAssignScanVar                         -      -            
     0.02%  [k] __build_skb_around                            -      -            
     0.02%  [.] __sigsetjmp@plt                               -      -            
     0.02%  [.] index_close                                   -      -            
     0.02%  [k] ip_local_deliver                              -      -            
     0.02%  [.] printtup_startup                              -      -            
     0.02%  [k] rb_insert_color                               -      -            
     0.02%  [k] skb_copy_datagram_iter                        -      -            
     0.02%  [k] tcp_queue_rcv                                 -      -            
     0.02%  [.] 0x000000000008f35a                            -      -            
     0.02%  [.] 0x00000000001727fa                            -      -            
     0.02%  [.] SearchCatCache3                               -      -            
     0.02%  [.] __lll_lock_wake_private                       -      -            
     0.02%  [.] table_close                                   -      -            
     0.02%  [.] 0x000000000008f3c8                            -      -            
     0.02%  [.] 0x00000000000a12db                            -      -            
     0.02%  [.] 0x00000000001769aa                            -      -            
     0.02%  [.] ExecProcNodeFirst                             -      -            
     0.02%  [.] ResourceOwnerNewParent                        -      -            
     0.02%  [k] blkcg_maybe_throttle_current                  -      -            
     0.02%  [k] fib_table_lookup                              -      -            
     0.02%  [k] kfree_skbmem                                  -      -            
     0.02%  [k] security_socket_recvmsg                       -      -            
     0.02%  [k] validate_xmit_xfrm                            -      -            
     0.02%  [.] 0x00000000000a1001                            -      -            
     0.02%  [.] 0x0000000000172805                            -      -            
     0.02%  [.] 0x00000000001769bf                            -      -            
     0.02%  [.] InputFunctionCall                             -      -            
     0.02%  [.] PgBackendLogicalTimeoutNextWake               -      -            
     0.02%  [.] ScanKeyEntryInitializeWithInfo                -      -            
     0.02%  [.] exprType                                      -      -            
     0.02%  [.] 0x000000000009eb1d                            -      -            
     0.02%  [.] 0x0000000000172200                            -      -            
     0.02%  [.] ExecDoInitialPruning                          -      -            
     0.02%  [.] TupleDescInitEntryCollation                   -      -            
     0.02%  [k] __qdisc_run                                   -      -            
     0.02%  [.] get_op_opfamily_properties                    -      -            
     0.02%  [.] int4eqfast                                    -      -            
     0.02%  [k] kmem_cache_free                               -      -            
     0.02%  [.] pgstat_tracks_backend_bktype                  -      -            
     0.02%  [k] sched_balance_update_blocked_averages         -      -            
     0.02%  [.] smgrDoPendingDeletes                          -      -            
     0.02%  [.] uint32_hash                                   -      -            
     0.02%  [.] 0x00000000000a121a                            -      -            
     0.02%  [.] 0x0000000000172225                            -      -            
     0.02%  [.] 0x00000000001727f0                            -      -            
     0.02%  [.] 0x0000000000172851                            -      -            
     0.01%  [.] MemoryContextSetIdentifier                    -      -            
     0.01%  [k] get_futex_key                                 -      -            
     0.01%  [.] heapam_index_fetch_reset                      -      -            
     0.01%  [k] inet_send_prepare                             -      -            
     0.01%  [k] ip_local_out                                  -      -            
     0.01%  [.] pg_class_aclmask                              -      -            
     0.01%  [k] tcp_v4_early_demux                            -      -            
     0.01%  [.] 0x00000000000a02e7                            -      -            
     0.01%  [.] 0x000000000017282a                            -      -            
     0.01%  [.] AllocSetAllocLarge                            -      -            
     0.01%  [.] EndCommand                                    -      -            
     0.01%  [.] ResourceOwnerRelease                          -      -            
     0.01%  [k] __get_user_nocheck_4                          -      -            
     0.01%  [.] _bt_getbuf                                    -      -            
     0.01%  [k] apparmor_socket_recvmsg                       -      -            
     0.01%  [k] cubictcp_acked                                -      -            
     0.01%  [k] dql_completed                                 -      -            
     0.01%  [k] ip_rcv_finish_core.isra.0                     -      -            
     0.01%  [.] list_member_oid                               -      -            
     0.01%  [k] sk_filter_trim_cap                            -      -            
     0.01%  [k] skb_csum_hwoffload_help                       -      -            
     0.01%  [.] string_compare                                -      -            
     0.01%  [k] tcp_mstamp_refresh                            -      -            
     0.01%  [k] tcp_v4_send_check                             -      -            
     0.01%  [.] 0x0000000000175866                            -      -            
     0.01%  [.] 0x000000000017588e                            -      -            
     0.01%  [.] 0x000000000017699e                            -      -            
     0.01%  [.] 0x00000000001769a4                            -      -            
     0.01%  [.] CheckForSerializableConflictOutNeeded         -      -            
     0.01%  [.] ExecInitExprList                              -      -            
     0.01%  [.] GetCurrentCommandId                           -      -            
     0.01%  [k] __tcp_push_pending_frames                     -      -            
     0.01%  [.] _bt_next                                      -      -            
     0.01%  [k] add_wait_queue                                -      -            
     0.01%  [k] clear_page_erms                               -      -            
     0.01%  [k] is_vmalloc_addr                               -      -            
     0.01%  [.] lappend_int                                   -      -            
     0.01%  [k] mem_cgroup_uncharge_skmem                     -      -            
     0.01%  [k] skb_release_head_state                        -      -            
     0.01%  [k] tcp_chrono_start                              -      -            
     0.01%  [k] tcp_chrono_stop                               -      -            
     0.01%  [k] tcp_cleanup_rbuf                              -      -            
     0.01%  [k] tcp_event_data_recv                           -      -            
     0.01%  [.] 0x0000000000172815                            -      -            
     0.01%  [.] 0x0000000000172887                            -      -            
     0.01%  [.] ExecGetResultType                             -      -            
     0.01%  [.] OutputFunctionCall                            -      -            
     0.01%  [k] apparmor_socket_sendmsg                       -      -            
     0.01%  [k] eth_type_trans                                -      -            
     0.01%  [k] futex_q_lock                                  -      -            
     0.01%  [.] printtup_destroy                              -      -            
     0.01%  [k] sk_page_frag_refill                           -      -            
     0.01%  [k] tcp_push                                      -      -            
     0.01%  [k] tcp_small_queue_check.isra.0                  -      -            
     0.01%  [.] 0x00000000000a0fef                            -      -            
     0.01%  [.] 0x0000000000172214                            -      -            
     0.01%  [.] 0x00000000001727e7                            -      -            
     0.01%  [.] 0x0000000000177004                            -      -            
     0.01%  [k] ena_com_close_bounce_buffer                   -      -            
     0.01%  [k] fq_codel_enqueue                              -      -            
     0.01%  [k] futex_hash                                    -      -            
     0.01%  [.] int4in                                        -      -            
     0.01%  [k] ip_protocol_deliver_rcu                       -      -            
     0.01%  [.] malloc@plt                                    -      -            
     0.01%  [k] ns_to_timespec64                              -      -            
     0.01%  [.] pq_sendcountedtext                            -      -            
     0.01%  [k] security_sock_rcv_skb                         -      -            
     0.01%  [.] 0x00000000000a01db                            -      -            
     0.01%  [.] 0x0000000000175963                            -      -            
     0.01%  [.] 0x0000000000176fe7                            -      -            
     0.01%  [.] BufTableLookup                                -      -            
     0.01%  [.] TimestampDifference                           -      -            
     0.01%  [.] TimestampDifferenceMilliseconds               -      -            
     0.01%  [.] free@plt                                      -      -            
     0.01%  [k] simple_copy_to_iter                           -      -            
     0.01%  [.] smgrGetPendingDeletes                         -      -            
     0.01%  [.] 0x00000000000a11f6                            -      -            
     0.01%  [.] 0x000000000017589a                            -      -            
     0.01%  [k] 0x00007fffc0067878                            -      -            
     0.01%  [.] PredicateLockTID                              -      -            
     0.01%  [.] SyncOneBuffer                                 -      -            
     0.01%  [k] __napi_build_skb                              -      -            
     0.01%  [k] dequeue_func                                  -      -            
     0.01%  [k] get_page_from_freelist                        -      -            
     0.01%  [.] pg_ltoa                                       -      -            
     0.01%  [k] tcp_rate_skb_delivered                        -      -            
     0.01%  [.] 0x000000000003f9e0                            -      -            
     0.01%  [.] 0x000000000008f340                            -      -            
     0.01%  [.] 0x00000000000a01a0                            -      -            
     0.01%  [.] 0x00000000000a03b1                            -      -            
     0.01%  [.] 0x00000000000a12f9                            -      -            
     0.01%  [.] 0x00000000000a1868                            -      -            
     0.01%  [.] 0x0000000000172229                            -      -            
     0.01%  [.] 0x000000000017280a                            -      -            
     0.01%  [.] 0x0000000000172859                            -      -            
     0.01%  [.] 0x00000000001758a1                            -      -            
     0.01%  [.] 0x0000000000175960                            -      -            
     0.01%  [.] 0x00000000001769bb                            -      -            
     0.01%  [k] 0x00007fffc0065b60                            -      -            
     0.01%  [.] CreateExprContext                             -      -            
     0.01%  [k] get_pfnblock_flags_mask                       -      -            
     0.01%  [k] inet_gro_receive                              -      -            
     0.01%  [k] ktime_get_with_offset                         -      -            
     0.01%  [k] set_normalized_timespec64                     -      -            
     0.01%  [k] sock_put                                      -      -            
     0.01%  [k] tcp_release_cb                                -      -            
     0.01%  [.] 0x00000000000a01c6                            -      -            
     0.01%  [.] 0x00000000000a02e0                            -      -            
     0.01%  [.] 0x00000000000a0fe0                            -      -            
     0.01%  [.] 0x00000000000a1d30                            -      -            
     0.01%  [.] 0x00000000001727cf                            -      -            
     0.01%  [.] 0x000000000017732e                            -      -            
     0.01%  [k] 0x00007fffc005f669                            -      -            
     0.01%  [k] 0x00007fffc00677a6                            -      -            
     0.01%  [.] TimestampDifferenceExceeds                    -      -            
     0.01%  [.] UnlockBuffer                                  -      -            
     0.01%  [k] kfree                                         -      -            
     0.01%  [.] memmove@plt                                   -      -            
     0.01%  [k] napi_gro_receive                              -      -            
     0.01%  [.] pq_getmsgbyte                                 -      -            
     0.01%  [k] skb_network_protocol                          -      -            
     0.01%  [k] tcp_gro_pull_header                           -      -            
     0.01%  [k] tcp_v4_fill_cb                                -      -            
     0.01%  [k] tomoyo_socket_sendmsg                         -      -            
     0.01%  [.] 0x00000000000a01b9                            -      -            
     0.01%  [.] 0x00000000000a0398                            -      -            
     0.01%  [.] 0x00000000000a0ff8                            -      -            
     0.01%  [.] 0x00000000000a101f                            -      -            
     0.01%  [.] 0x00000000000a11e2                            -      -            
     0.01%  [.] 0x0000000000172840                            -      -            
     0.01%  [.] HeapTupleSatisfiesMVCC.isra.0                 -      -            
     0.01%  [k] ena_com_add_single_rx_desc                    -      -            
     0.01%  [k] ena_refill_rx_bufs                            -      -            
     0.01%  [.] getBaseTypeAndTypmod                          -      -            
     0.01%  [k] inet_ehashfn                                  -      -            
     0.01%  [k] queue_work_on                                 -      -            
     0.01%  [.] send@plt                                      -      -            
     0.01%  [k] skb_defer_rx_timestamp                        -      -            
     0.01%  [k] tcp_rack_advance                              -      -            
     0.01%  [k] tcp_v4_do_rcv                                 -      -            
     0.01%  [.] tts_virtual_release                           -      -            
     0.01%  [.] 0x00000000000a01aa                            -      -            
     0.01%  [.] 0x00000000000a0392                            -      -            
     0.01%  [.] 0x00000000000a1d3a                            -      -            
     0.01%  [.] 0x000000000017283a                            -      -            
     0.01%  [.] 0x0000000000175880                            -      -            
     0.01%  [.] 0x0000000000176d40                            -      -            
     0.01%  [.] FetchPortalTargetList                         -      -            
     0.01%  [.] HeapTupleSatisfiesVisibility                  -      -            
     0.01%  [.] LockBufHdr                                    -      -            
     0.01%  [.] ScanKeyEntryInitialize                        -      -            
     0.01%  [k] __memcpy                                      -      -            
     0.01%  [k] __napi_poll                                   -      -            
     0.01%  [k] apparmor_socket_sock_rcv_skb                  -      -            
     0.01%  [k] bpf_lsm_socket_sock_rcv_skb                   -      -            
     0.01%  [k] futex_wait                                    -      -            
     0.01%  [k] napi_skb_cache_put                            -      -            
     0.01%  [.] pg_ultoa_n                                    -      -            
     0.01%  [.] pq_getmsgbytes                                -      -            
     0.01%  [k] prep_new_page                                 -      -            
     0.01%  [k] sk_free                                       -      -            
     0.01%  [.] tts_buffer_heap_release                       -      -            
     0.01%  [.] 0x000000000009a700                            -      -            
     0.01%  [.] 0x000000000009ed80                            -      -            
     0.01%  [.] 0x00000000000a03c8                            -      -            
     0.01%  [.] 0x00000000000a124a                            -      -            
     0.01%  [.] 0x00000000000a15a0                            -      -            
     0.01%  [.] 0x0000000000172810                            -      -            
     0.01%  [.] 0x000000000017286e                            -      -            
     0.01%  [.] BgBufferSync                                  -      -            
     0.01%  [.] IndexScanEnd                                  -      -            
     0.01%  [.] SetRemoteDestReceiverParams                   -      -            
     0.01%  [k] __alloc_pages_noprof                          -      -            
     0.01%  [k] __xfrm_policy_check2.constprop.0              -      -            
     0.01%  [.] _bt_lockbuf                                   -      -            
     0.01%  [k] _raw_spin_trylock                             -      -            
     0.01%  [k] cubictcp_cong_avoid                           -      -            
     0.01%  [k] free_unref_page_commit                        -      -            
     0.01%  [k] futex_wait_setup                              -      -            
     0.01%  [k] jiffies_to_usecs                              -      -            
     0.01%  [k] net_dim                                       -      -            
     0.01%  [k] tcp_in_ack_event                              -      -            
     0.01%  [k] tcp_inbound_hash                              -      -            
     0.01%  [.] 0x000000000008f34d                            -      -            
     0.01%  [.] 0x000000000009e390                            -      -            
     0.01%  [.] 0x000000000009edb4                            -      -            
     0.01%  [.] 0x00000000000a01d0                            -      -            
     0.01%  [.] 0x00000000000a0238                            -      -            
     0.01%  [.] 0x00000000000a02f7                            -      -            
     0.01%  [.] 0x00000000000a114d                            -      -            
     0.01%  [.] 0x00000000000a1256                            -      -            
     0.01%  [.] 0x00000000000a12d8                            -      -            
     0.01%  [.] 0x00000000000a132a                            -      -            
     0.01%  [.] 0x00000000000a1337                            -      -            
     0.01%  [.] 0x00000000000a15b9                            -      -            
     0.01%  [.] 0x00000000000a1684                            -      -            
     0.01%  [.] 0x00000000000a1760                            -      -            
     0.01%  [.] 0x00000000000a1860                            -      -            
     0.01%  [.] 0x00000000001727f7                            -      -            
     0.01%  [.] 0x000000000017281e                            -      -            
     0.01%  [.] 0x00000000001769ae                            -      -            
     0.01%  [.] 0x00000000001769b8                            -      -            
     0.01%  [.] 0x00000000001769c3                            -      -            
     0.01%  [.] 0x00000000001769c5                            -      -            
     0.01%  [.] 0x0000000000177318                            -      -            
     0.00%  [.] _bt_parallel_done                             -      -            
     0.00%  [.] _bt_relbuf                                    -      -            
     0.00%  [k] dma_unmap_page_attrs                          -      -            
     0.00%  [k] do_futex                                      -      -            
     0.00%  [k] ena_unmap_tx_buff                             -      -            
     0.00%  [k] futex_q_unlock                                -      -            
     0.00%  [k] raw_local_deliver                             -      -            
     0.00%  [k] skb_clone_tx_timestamp                        -      -            
     0.00%  [k] skb_free_head                                 -      -            
     0.00%  [.] strncmp@plt                                   -      -            
     0.00%  [k] tcp4_gro_receive                              -      -            
     0.00%  [k] tcp_rack_update_reo_wnd                       -      -            
     0.00%  [k] tcp_rate_gen                                  -      -            
     0.00%  [k] tcp_wmem_schedule                             -      -            
     0.00%  [.] tts_virtual_init                              -      -            
     0.00%  [.] 0x000000000009e396                            -      -            
     0.00%  [.] 0x00000000000a01f4                            -      -            
     0.00%  [.] 0x00000000000a0244                            -      -            
     0.00%  [.] 0x00000000000a1214                            -      -            
     0.00%  [.] 0x00000000000a15af                            -      -            
     0.00%  [.] 0x00000000000a15e9                            -      -            
     0.00%  [.] 0x00000000000a1600                            -      -            
     0.00%  [.] 0x00000000000a1d50                            -      -            
     0.00%  [.] 0x00000000000a1df7                            -      -            
     0.00%  [.] 0x0000000000172826                            -      -            
     0.00%  [.] 0x0000000000172830                            -      -            
     0.00%  [.] 0x0000000000172834                            -      -            
     0.00%  [.] 0x000000000017284b                            -      -            
     0.00%  [.] 0x000000000017698d                            -      -            
     0.00%  [.] 0x0000000000176fed                            -      -            
     0.00%  [.] 0x00000000001774f6                            -      -            
     0.00%  [k] 0x00007fffc00616e6                            -      -            
     0.00%  [.] FetchStatementTargetList                      -      -            
     0.00%  [.] InitializeQueryCompletion                     -      -            
     0.00%  [k] __memset                                      -      -            
     0.00%  [k] __tcp_ack_snd_check                           -      -            
     0.00%  [k] __x64_sys_futex                               -      -            
     0.00%  [k] fq_codel_dequeue                              -      -            
     0.00%  [k] ip_queue_xmit                                 -      -            
     0.00%  [k] kmem_cache_size                               -      -            
     0.00%  [.] list_free                                     -      -            
     0.00%  [.] object_aclcheck                               -      -            
     0.00%  [.] poll@plt                                      -      -            
     0.00%  [k] rb_erase                                      -      -            
     0.00%  [k] schedule_hrtimeout_range                      -      -            
     0.00%  [.] 0x000000000008f383                            -      -            
     0.00%  [.] 0x000000000009a71a                            -      -            
     0.00%  [.] 0x000000000009ed8a                            -      -            
     0.00%  [.] 0x000000000009ed95                            -      -            
     0.00%  [.] 0x000000000009fd22                            -      -            
     0.00%  [.] 0x00000000000a0092                            -      -            
     0.00%  [.] 0x00000000000a0227                            -      -            
     0.00%  [.] 0x00000000000a03b3                            -      -            
     0.00%  [.] 0x00000000000a11ee                            -      -            
     0.00%  [.] 0x00000000000a1222                            -      -            
     0.00%  [.] 0x00000000000a1253                            -      -            
     0.00%  [.] 0x00000000000a134a                            -      -            
     0.00%  [.] 0x00000000000a15f1                            -      -            
     0.00%  [.] 0x00000000000a16b4                            -      -            
     0.00%  [.] 0x00000000000a1e38                            -      -            
     0.00%  [.] 0x00000000001727e1                            -      -            
     0.00%  [.] 0x0000000000172867                            -      -            
     0.00%  [.] 0x0000000000172876                            -      -            
     0.00%  [.] 0x000000000017596b                            -      -            
     0.00%  [.] 0x0000000000177339                            -      -            
     0.00%  [k] __fib_validate_source                         -      -            
     0.00%  [k] __kfree_skb                                   -      -            
     0.00%  [k] __rmqueue_pcplist                             -      -            
     0.00%  [.] command_tag_display_rowcount                  -      -            
     0.00%  [k] ip_local_deliver_finish                       -      -            
     0.00%  [k] irqentry_exit_to_user_mode                    -      -            
     0.00%  [k] ktime_get_seconds                             -      -            
     0.00%  [.] list_free_deep                                -      -            
     0.00%  [k] map_id_range_down                             -      -            
     0.00%  [.] memcpy@plt                                    -      -            
     0.00%  [k] napi_consume_skb                              -      -            
     0.00%  [k] napi_skb_cache_get                            -      -            
     0.00%  [.] pairingheap_first                             -      -            
     0.00%  [.] pairingheap_remove                            -      -            
     0.00%  [k] tcp_measure_rcv_mss                           -      -            
     0.00%  [k] tcp_newly_delivered                           -      -            
     0.00%  [k] tcp_send_delayed_ack                          -      -            
     0.00%  [.] 0x000000000003f9eb                            -      -            
     0.00%  [.] 0x000000000008f35c                            -      -            
     0.00%  [.] 0x000000000008f37a                            -      -            
     0.00%  [.] 0x000000000009a702                            -      -            
     0.00%  [.] 0x000000000009eaf0                            -      -            
     0.00%  [.] 0x000000000009eaf4                            -      -            
     0.00%  [.] 0x000000000009eb23                            -      -            
     0.00%  [.] 0x000000000009edde                            -      -            
     0.00%  [.] 0x000000000009ede9                            -      -            
     0.00%  [.] 0x000000000009ff1a                            -      -            
     0.00%  [.] 0x00000000000a02ee                            -      -            
     0.00%  [.] 0x00000000000a03a4                            -      -            
     0.00%  [.] 0x00000000000a0fe9                            -      -            
     0.00%  [.] 0x00000000000a1158                            -      -            
     0.00%  [.] 0x00000000000a11c0                            -      -            
     0.00%  [.] 0x00000000000a11c3                            -      -            
     0.00%  [.] 0x00000000000a11cb                            -      -            
     0.00%  [.] 0x00000000000a11dd                            -      -            
     0.00%  [.] 0x00000000000a1233                            -      -            
     0.00%  [.] 0x00000000000a123c                            -      -            
     0.00%  [.] 0x00000000000a1271                            -      -            
     0.00%  [.] 0x00000000000a15a4                            -      -            
     0.00%  [.] 0x00000000000a15db                            -      -            
     0.00%  [.] 0x00000000000a15f2                            -      -            
     0.00%  [.] 0x00000000000a1603                            -      -            
     0.00%  [.] 0x00000000000a1670                            -      -            
     0.00%  [.] 0x00000000000a18a0                            -      -            
     0.00%  [.] 0x00000000000a1944                            -      -            
     0.00%  [.] 0x00000000000a1ae3                            -      -            
     0.00%  [.] 0x00000000000a1d41                            -      -            
     0.00%  [.] 0x00000000000a1de8                            -      -            
     0.00%  [.] 0x00000000000a1dfc                            -      -            
     0.00%  [.] 0x00000000000a1e06                            -      -            
     0.00%  [.] 0x00000000000a1f3c                            -      -            
     0.00%  [.] 0x00000000001727d9                            -      -            
     0.00%  [.] 0x0000000000172880                            -      -            
     0.00%  [.] 0x0000000000175892                            -      -            
     0.00%  [.] 0x0000000000175940                            -      -            
     0.00%  [.] 0x0000000000176998                            -      -            
     0.00%  [.] 0x0000000000176fd6                            -      -            
     0.00%  [.] 0x000000000017731b                            -      -            
     0.00%  [.] AtEOXact_Buffers                              -      -            
     0.00%  [k] __futex_wait                                  -      -            
     0.00%  [.] chareqfast                                    -      -            
     0.00%  [k] dim_calc_stats                                -      -            
     0.00%  [k] futex_setup_timer                             -      -            
     0.00%  [.] list_delete_cell                              -      -            
     0.00%  [k] lock_timer_base                               -      -            
     0.00%  [k] remove_wait_queue                             -      -            
     0.00%  [k] sched_balance_domains                         -      -            
     0.00%  [k] tcp_do_parse_auth_options                     -      -            
     0.00%  [.] 0x000000000003f9ee                            -      -            
     0.00%  [.] 0x000000000008f38f                            -      -            
     0.00%  [.] 0x000000000008f396                            -      -            
