# file	sha1	names	declaration
src/backend/nodes/copyfuncs.switch.c	ac2df676179c4f5b130a5c47cc02a31ac9adfbf7	retval	retval = _copyDefineStmt(from);
src/backend/nodes/copyfuncs.switch.c	17c90014e38f9e2946832660898736b0f8f79eeb	retval	retval = _copyCreateDomainStmt(from);
src/backend/nodes/copyfuncs.switch.c	ebc5da556bdf41ee01d9c0966536fc025345fad2	retval	retval = _copyCreateOpClassStmt(from);
src/backend/nodes/copyfuncs.switch.c	6156691f950b31077e32a287c28d2e98632f86fa	retval	retval = _copyCreateOpClassItem(from);
src/backend/nodes/copyfuncs.switch.c	94d0e1fce7f1e1d8c96778be12be3234e861710d	retval	retval = _copyCreateOpFamilyStmt(from);
src/backend/nodes/copyfuncs.switch.c	b3c2a2c87447edc22edf2a195d0efbd9f91d46e1	retval	retval = _copyAlterOpFamilyStmt(from);
src/backend/nodes/copyfuncs.switch.c	46226f3f1f5430d4bd69ecb12df7e82a01278720	retval	retval = _copyDropStmt(from);
src/backend/nodes/copyfuncs.switch.c	f8dad76554feb1d8ce2e05457ff9c23342a0a2d3	retval	retval = _copyTruncateStmt(from);
src/backend/nodes/copyfuncs.switch.c	6fb8355f547afc187a58ad4497fdd8f3afb90d24	retval	retval = _copyCommentStmt(from);
src/backend/nodes/copyfuncs.switch.c	b5995e6708f256b51bc4c2f24b74b7ab5c16dadc	retval	retval = _copySecLabelStmt(from);
src/backend/nodes/copyfuncs.switch.c	4f7e3cda0b6bec40cf3beea66a31ac62cb568409	retval	retval = _copyDeclareCursorStmt(from);
src/backend/nodes/copyfuncs.switch.c	6f3f687a4693963d7869c63b79496755c5070d66	retval	retval = _copyClosePortalStmt(from);
src/backend/nodes/copyfuncs.switch.c	06f2c9c4840b1dbf6abdf54d5ec904893bf57a5d	retval	retval = _copyFetchStmt(from);
src/backend/nodes/copyfuncs.switch.c	bd7c705215a0c9003729d42cfb9f95004c8410ad	retval	retval = _copyIndexStmt(from);
src/backend/nodes/copyfuncs.switch.c	107df9b2b2ce9e5328f9098aad4b9dbbda9bd736	retval	retval = _copyCreateStatsStmt(from);
src/backend/nodes/copyfuncs.switch.c	ef4348485f9dae70bba10a2dec321b5962107f75	retval	retval = _copyStatsElem(from);
src/backend/nodes/copyfuncs.switch.c	55537fc4f55072ee03f4b9163f89e506121e4916	retval	retval = _copyAlterStatsStmt(from);
src/backend/nodes/copyfuncs.switch.c	d8c3a92d1aa64ce730abe6a523af59b2d23800cb	retval	retval = _copyCreateFunctionStmt(from);
src/backend/nodes/copyfuncs.switch.c	a6244462c4ec9a7e7d3b6a578ab0c6f349b70a48	retval	retval = _copyFunctionParameter(from);
src/backend/nodes/copyfuncs.switch.c	91c85a6bfa32a793b0486898bdedecf998a4b007	retval	retval = _copyAlterFunctionStmt(from);
src/backend/nodes/copyfuncs.switch.c	f3b90ac83b026725475dee834b774b6e4bbbb780	retval	retval = _copyDoStmt(from);
src/backend/nodes/copyfuncs.switch.c	72754d0d3a4ea94536ff5329a53d229c41da5fd2	retval	retval = _copyCallStmt(from);
src/backend/nodes/copyfuncs.switch.c	1eec83374094d2e22e7f990d71f832b548f8cda8	retval	retval = _copyRenameStmt(from);
src/backend/nodes/copyfuncs.switch.c	9cca0bb7a6fd2f0d1681b3ca7bdaa3aa7a2172d1	retval	retval = _copyAlterObjectDependsStmt(from);
src/backend/nodes/copyfuncs.switch.c	68d3d6e472a4f05d15d6fea310cce58fe0d259cf	retval	retval = _copyAlterObjectSchemaStmt(from);
src/backend/nodes/copyfuncs.switch.c	16aa146a72989746dead2927ae23940b6da6bc84	retval	retval = _copyAlterOwnerStmt(from);
src/backend/nodes/copyfuncs.switch.c	dbee39d2c7c86d52046e7b875d64abcedc77d7dd	retval	retval = _copyAlterOperatorStmt(from);
src/backend/nodes/copyfuncs.switch.c	ada5cb64bcfe97e414d759233a602fa8a69e0e6d	retval	retval = _copyAlterTypeStmt(from);
src/backend/nodes/copyfuncs.switch.c	91f98b10478f06267b9167baee48f9e9b5991a0a	retval	retval = _copyRuleStmt(from);
src/backend/nodes/copyfuncs.switch.c	1f69ec6dd05e937ea5d4d0c8f0cc64fdac66c9e0	retval	retval = _copyNotifyStmt(from);
src/backend/nodes/copyfuncs.switch.c	ffe8dc206a2bd54a8ea7882115684594bcce11eb	retval	retval = _copyListenStmt(from);
src/backend/nodes/copyfuncs.switch.c	08b1084127df5c806cbbcd686705f11892fedd25	retval	retval = _copyUnlistenStmt(from);
src/backend/nodes/copyfuncs.switch.c	3343140699f60fe476ab8dca4849a7283460cc54	retval	retval = _copyTransactionStmt(from);
src/backend/nodes/copyfuncs.switch.c	9993dccfa59fdaf4bd24153602ad0d7e8b4bc68e	retval	retval = _copyCompositeTypeStmt(from);
src/backend/nodes/copyfuncs.switch.c	622573130d55155fe3937302544feb13bd521c2e	retval	retval = _copyCreateEnumStmt(from);
src/backend/nodes/copyfuncs.switch.c	aee99838125fb754290cb4b3c09572a49482d603	retval	retval = _copyCreateRangeStmt(from);
src/backend/nodes/copyfuncs.switch.c	7b1b7c514655c38aa25033f3488155b7b3019b85	retval	retval = _copyAlterEnumStmt(from);
src/backend/nodes/copyfuncs.switch.c	b93b5948222fbacd1cb013d2b11603d7063daac2	retval	retval = _copyViewStmt(from);
src/backend/nodes/copyfuncs.switch.c	0f2410d240b458f371296e1788fc97df2aa158fb	retval	retval = _copyLoadStmt(from);
src/backend/nodes/copyfuncs.switch.c	a0883dc05af910635e1edb61bc49944a9569aa2e	retval	retval = _copyCreatedbStmt(from);
src/backend/nodes/copyfuncs.switch.c	b45b870b86ce8f6460d96b1913d4e8759ce43276	retval	retval = _copyAlterDatabaseStmt(from);
src/backend/nodes/copyfuncs.switch.c	eb6df47a8a9c3db7a438d471a84826e0c7f6f569	retval	retval = _copyAlterDatabaseRefreshCollStmt(from);
src/backend/nodes/copyfuncs.switch.c	4297e8e95c076bbdf5e78cd3a2c95e4ce7d83b33	retval	retval = _copyAlterDatabaseSetStmt(from);
src/backend/nodes/copyfuncs.switch.c	aef9386713fd0d0c0e93bef48d59a753610cad69	retval	retval = _copyDropdbStmt(from);
src/backend/nodes/copyfuncs.switch.c	916036be97f7000a1c29bea324341df04fe8bb58	retval	retval = _copyAlterSystemStmt(from);
src/backend/nodes/copyfuncs.switch.c	0f695dd75c697831bdb7454cd931269053ffae5f	retval	retval = _copyVacuumStmt(from);
src/backend/nodes/copyfuncs.switch.c	e3c6a0768306df0702a401f7336bce9cf83d0d65	retval	retval = _copyVacuumRelation(from);
src/backend/nodes/copyfuncs.switch.c	45e563993fc69cf6f789fdf2da623060d92bf253	retval	retval = _copyRepackStmt(from);
src/backend/nodes/copyfuncs.switch.c	cededfc6bd82f4d3000941c74c4eea9a7c32cb6d	retval	retval = _copyExplainStmt(from);
src/backend/nodes/copyfuncs.switch.c	2499d1b23dc7e7d552e253b4721f321bdbca0e6c	retval	retval = _copyCreateTableAsStmt(from);
src/backend/nodes/copyfuncs.switch.c	fbee2ff1c34a887a00c13b1c5961f01cab43522c	retval	retval = _copyRefreshMatViewStmt(from);
src/backend/nodes/copyfuncs.switch.c	aa7bf048418d7681b6eb958bf4d7635d61c62fcd	retval	retval = _copyCheckPointStmt(from);
src/backend/nodes/copyfuncs.switch.c	221d3e6af32dedbe0554cd3b89c7172c2d9a7bdc	retval	retval = _copyDiscardStmt(from);
src/backend/nodes/copyfuncs.switch.c	3c15f71f34159f011e7285417264f87d23f1a781	retval	retval = _copyLockStmt(from);
src/backend/nodes/copyfuncs.switch.c	6e27d78a29c8cf66a7904f3db80ef8cd15de9d76	retval	retval = _copyConstraintsSetStmt(from);
src/backend/nodes/copyfuncs.switch.c	06a399eb80f9e0f77bc0a1170713ea455af2b8cf	retval	retval = _copyReindexStmt(from);
src/backend/nodes/copyfuncs.switch.c	77f7b59f680b7143dc3c925e5970825d18352e60	retval	retval = _copyCreateConversionStmt(from);
src/backend/nodes/copyfuncs.switch.c	24cf35a15f205e75699e864c1f3d6f049f134034	retval	retval = _copyCreateCastStmt(from);
src/backend/nodes/copyfuncs.switch.c	dfe675bf6266cc104f311a7a6f9c18ef76a6f5d7	retval	retval = _copyCreatePropGraphStmt(from);
src/backend/nodes/copyfuncs.switch.c	a3fc19426c25a93708c5ca371c53b7d006b94995	retval	retval = _copyPropGraphVertex(from);
src/backend/nodes/copyfuncs.switch.c	354e08702e71bcff4c45651aefca26947d01639d	retval	retval = _copyPropGraphEdge(from);
src/backend/nodes/copyfuncs.switch.c	92bffcc0fc2427830a162a07752f843431565c52	retval	retval = _copyPropGraphLabelAndProperties(from);
src/backend/nodes/copyfuncs.switch.c	03997c15a216dac960b5a64c803423ab1743152b	retval	retval = _copyPropGraphProperties(from);
src/backend/nodes/copyfuncs.switch.c	8a64329fccd4195808a76f7c493696d4bf543b41	retval	retval = _copyAlterPropGraphStmt(from);
src/backend/nodes/copyfuncs.switch.c	5246dde5e1893d844f489f1e98678126c4de9bcc	retval	retval = _copyCreateTransformStmt(from);
src/backend/nodes/copyfuncs.switch.c	4a47ee2ecb7afd0dd9e131085802c272883d7722	retval	retval = _copyPrepareStmt(from);
src/backend/nodes/copyfuncs.switch.c	a9da0fdfa437a7b2f44fff6d6201a6cce6a3dc94	retval	retval = _copyExecuteStmt(from);
src/backend/nodes/copyfuncs.switch.c	60dd34b70e4c9ad95a7302393b1d1b824c3057d6	retval	retval = _copyDeallocateStmt(from);
src/backend/nodes/copyfuncs.switch.c	e50b996408121639ad411d154a36f9282b21e5ab	retval	retval = _copyDropOwnedStmt(from);
src/backend/nodes/copyfuncs.switch.c	8a6814b5a8f5774b2924cec32bb19da980d5d2ef	retval	retval = _copyReassignOwnedStmt(from);
src/backend/nodes/copyfuncs.switch.c	9ba6e73812b702416ce7696f4f67c28000dd58a8	retval	retval = _copyAlterTSDictionaryStmt(from);
src/backend/nodes/copyfuncs.switch.c	6ec544a8d60af2de4ff207a29a05cc0521ea9f5b	retval	retval = _copyAlterTSConfigurationStmt(from);
src/backend/nodes/copyfuncs.switch.c	d592e07aee8482efdd7a6c2d4d7131aa46129f15	retval	retval = _copyPublicationTable(from);
src/backend/nodes/copyfuncs.switch.c	a6ab3c542938981fc9ca3927e53b08e9ce9bc369	retval	retval = _copyPublicationObjSpec(from);
src/backend/nodes/copyfuncs.switch.c	b33ff415974a70e7a245af766b154d520a86794b	retval	retval = _copyPublicationAllObjSpec(from);
src/backend/nodes/copyfuncs.switch.c	7fca19b4c4be6d69864215843760c9e0170bf15c	retval	retval = _copyCreatePublicationStmt(from);
src/backend/nodes/copyfuncs.switch.c	586c3eea0f1dc0163afa7fef9adf14c1f39780f5	retval	retval = _copyAlterPublicationStmt(from);
src/backend/nodes/copyfuncs.switch.c	dc7f095b2b288a5e892e93e6b30ff7c5e1b13ae6	retval	retval = _copyCreateSubscriptionStmt(from);
src/backend/nodes/copyfuncs.switch.c	d48f17fb030495b44463122834992b1a6ff023b4	retval	retval = _copyAlterSubscriptionStmt(from);
src/backend/nodes/copyfuncs.switch.c	fd31cda0ebec53bbee204823764566caba331a2f	retval	retval = _copyDropSubscriptionStmt(from);
src/backend/nodes/copyfuncs.switch.c	9efc35129ba447fd953c7081a59830e3dbe285f8	retval	retval = _copyWaitStmt(from);
src/backend/nodes/copyfuncs.switch.c	d33f607b27e1782ff9245f4580b37f2ded59f4d8	retval	retval = _copyPathKey(from);
src/backend/nodes/copyfuncs.switch.c	803a0ef08ff0960b4b97fe456ff068ec1b678291	retval	retval = _copyGroupByOrdering(from);
src/backend/nodes/copyfuncs.switch.c	746eca81505095d30998c4f2a68b72be304a33dd	retval	retval = _copyRestrictInfo(from);
src/backend/nodes/copyfuncs.switch.c	4c09721e65836cf4eec6b339477bc7a6be8c5ab8	retval	retval = _copyPlaceHolderVar(from);
src/backend/nodes/copyfuncs.switch.c	425860fef9c021d37f5f05abc6eeda31e841cca6	retval	retval = _copySpecialJoinInfo(from);
src/backend/nodes/copyfuncs.switch.c	56244435d11d9e96586f4c054412d1683c261013	retval	retval = _copyAppendRelInfo(from);
src/backend/nodes/copyfuncs.switch.c	980e2ace398d8f25a9fba2ee575bbecf77ca733d	retval	retval = _copyPlaceHolderInfo(from);
src/backend/nodes/copyfuncs.switch.c	115a0bcebdffd81d8c927287c1f7bcbcbb7e03d8	retval	retval = _copyAggClauseInfo(from);
src/backend/nodes/copyfuncs.switch.c	a155619bcefbb435ba8313205bd36fe51b445164	retval	retval = _copyGroupingExprInfo(from);
src/backend/nodes/copyfuncs.switch.c	a5cdba6d88ee86395813e8c2ae5e1171b124e36c	retval	retval = _copyPlannedStmt(from);
src/backend/nodes/copyfuncs.switch.c	156d8732a3b8e38890f026117679f4ce6c6f4563	retval	retval = _copyResult(from);
src/backend/nodes/copyfuncs.switch.c	92b06bb5c3b289c3e61ff3c1d8ad843df1fa449a	retval	retval = _copyProjectSet(from);
src/backend/nodes/copyfuncs.switch.c	e617848aa13cb254614d64e210ec3c8d4ecc200f	retval	retval = _copyModifyTable(from);
src/backend/nodes/copyfuncs.switch.c	58dd88696f8b7a067ac6bbdd17135a76741d7020	retval	retval = _copyAppend(from);
src/backend/nodes/copyfuncs.switch.c	56c00df884290e050701b8fccd4406a70720a49a	retval	retval = _copyMergeAppend(from);
src/backend/nodes/copyfuncs.switch.c	3799de007b1e64978cb4480a512cb112a2f5566f	retval	retval = _copyRecursiveUnion(from);
src/backend/nodes/copyfuncs.switch.c	69ea7c1f4e65e2605e5bb0d2315093412a96a185	retval	retval = _copyBitmapAnd(from);
src/backend/nodes/copyfuncs.switch.c	8e3251b7c5a918940f74047378825e5c6726f2be	retval	retval = _copyBitmapOr(from);
src/backend/nodes/copyfuncs.switch.c	728d8fda158c5fbc2b1a4691083aeb7f90312f67	retval	retval = _copySeqScan(from);
src/backend/nodes/copyfuncs.switch.c	85d2b771f6e1219f082b9fc5745c8f8f0f284b5e	retval	retval = _copySampleScan(from);
src/backend/nodes/copyfuncs.switch.c	e5ade92d30c51871eed68cdd4e5929c4e84d1468	retval	retval = _copyIndexScan(from);
src/backend/nodes/copyfuncs.switch.c	32e969b631b396ac26407ee76b7ca8abe96d78fe	retval	retval = _copyIndexOnlyScan(from);
src/backend/nodes/copyfuncs.switch.c	c5f5731af4da49e59d56a9bcad523f8b784e4aa6	retval	retval = _copyBitmapIndexScan(from);
src/backend/nodes/copyfuncs.switch.c	c86c42263472879b10cb9ec82b5fcd3803ca0c26	retval	retval = _copyBitmapHeapScan(from);
src/backend/nodes/copyfuncs.switch.c	d65a57abf246c82f48c44cf6e3474c5945b29130	retval	retval = _copyTidScan(from);
src/backend/nodes/copyfuncs.switch.c	8a51fde01f7b9f115aef61d16f4d296b60b16ce3	retval	retval = _copyTidRangeScan(from);
src/backend/nodes/copyfuncs.switch.c	590ad85c26d3aaeafe246a4b75f5697bf5ba5013	retval	retval = _copySubqueryScan(from);
src/backend/nodes/copyfuncs.switch.c	cd4e5d4f7cf4be349871c2911f19bba739098211	retval	retval = _copyFunctionScan(from);
src/backend/nodes/copyfuncs.switch.c	be56f4159ca77771abb79ca31514ebb0d3b7544f	retval	retval = _copyValuesScan(from);
src/backend/nodes/copyfuncs.switch.c	f7394cf1732969823b2630675db473f11ea66721	retval	retval = _copyTableFuncScan(from);
src/backend/nodes/copyfuncs.switch.c	2d716efcf483409c8f6127d2c64ad335ea2501cd	retval	retval = _copyCteScan(from);
src/backend/nodes/copyfuncs.switch.c	5461e2bb2f41bbea219a1d1c298413211ce8fc1d	retval	retval = _copyNamedTuplestoreScan(from);
src/backend/nodes/copyfuncs.switch.c	2841d3aa46d93116d3807c8de4e01da8f4be397e	retval	retval = _copyWorkTableScan(from);
src/backend/nodes/copyfuncs.switch.c	52e9d467458a4f70fc256319c3b2bd55169e4c7d	retval	retval = _copyForeignScan(from);
src/backend/nodes/copyfuncs.switch.c	94b0945f9a5cf998b74765106fcec50ce7271eec	retval	retval = _copyCustomScan(from);
src/backend/nodes/copyfuncs.switch.c	ff4d2d211413c96bf8eea874d13e567a7277dfc6	retval	retval = _copyNestLoop(from);
src/backend/nodes/copyfuncs.switch.c	109237a33070589750f875a10f4d5fe5a5ff0b49	retval	retval = _copyNestLoopParam(from);
src/backend/nodes/copyfuncs.switch.c	33898f9b34a6f8ea03e8bf0fe6c3b27506d1f20d	retval	retval = _copyMergeJoin(from);
src/backend/nodes/copyfuncs.switch.c	eb6aa1431ccf543418ea00b49b83ce4fa5aaf578	retval	retval = _copyHashJoin(from);
src/backend/nodes/copyfuncs.switch.c	c935b4077f65c73a71e3f1c32a6dd57858e99247	retval	retval = _copyMaterial(from);
src/backend/nodes/copyfuncs.switch.c	8f5e669ff9c4aabc57d825b2d1e5239ee99c1392	retval	retval = _copyMemoize(from);
src/backend/nodes/copyfuncs.switch.c	4ca3d435b66c039a1c8fe9c033681325feacb290	retval	retval = _copySort(from);
src/backend/nodes/copyfuncs.switch.c	448b441c2436f7c641ee1927514c2de8d8832cfd	retval	retval = _copyIncrementalSort(from);
src/backend/nodes/copyfuncs.switch.c	83ffeeffc3564928387657443d37f07e017663b3	retval	retval = _copyGroup(from);
src/backend/nodes/copyfuncs.switch.c	a24d91dc9373a4b2ffc3ffdf0f3df3771bf4c9fb	retval	retval = _copyAgg(from);
src/backend/nodes/copyfuncs.switch.c	0d3bcc8f522f9d4e96ae0ea1580730948707b004	retval	retval = _copyWindowAgg(from);
src/backend/nodes/copyfuncs.switch.c	ba4e65d6c3a08938e9e9af4b5f19df2f81e299ac	retval	retval = _copyUnique(from);
src/backend/nodes/copyfuncs.switch.c	3e5dafbc02652eca2717a6816ecf9f2395a85f02	retval	retval = _copyGather(from);
src/backend/nodes/copyfuncs.switch.c	808455b34e2c99098290aad1599174858924a674	retval	retval = _copyGatherMerge(from);
src/backend/nodes/copyfuncs.switch.c	89840aa2e7f50e6b531c053f3b225ad3b04a4e81	retval	retval = _copyHash(from);
src/backend/nodes/copyfuncs.switch.c	da250063b615b01f2bd04add26d1583ecf17f787	retval	retval = _copySetOp(from);
src/backend/nodes/copyfuncs.switch.c	9f4e791bbdadcbb26a2921254d168e06e5588eba	retval	retval = _copyLockRows(from);
src/backend/nodes/copyfuncs.switch.c	19238d1424dc3ed41c149ca5356410981c7e4ce1	retval	retval = _copyLimit(from);
src/backend/nodes/copyfuncs.switch.c	6149dd171921e2b73d2321c671358e007265270c	retval	retval = _copyPlanRowMark(from);
src/backend/nodes/copyfuncs.switch.c	0b346574153ff9d5d4aa5ee1c14abe2bd0edb0c8	retval	retval = _copyPartitionPruneInfo(from);
src/backend/nodes/copyfuncs.switch.c	ab245fb603d8d5c20d416a420682fe2c45554fa0	retval	retval = _copyPartitionedRelPruneInfo(from);
src/backend/nodes/copyfuncs.switch.c	8ac8e5e54125731678ee2de9e622ea4e14d2c696	retval	retval = _copyPartitionPruneStepOp(from);
src/backend/nodes/copyfuncs.switch.c	ea81d91a41b50a37f3484dd14e76465771e1fd68	retval	retval = _copyPartitionPruneStepCombine(from);
src/backend/nodes/copyfuncs.switch.c	451fc08853ea3c2999c7072fe1403091f4a330c4	retval	retval = _copyPlanInvalItem(from);
src/backend/nodes/copyfuncs.switch.c	4d80ff9226a4b51c329efa77156b9e916ebf641d	retval	retval = _copySubPlanRTInfo(from);
src/backend/nodes/copyfuncs.switch.c	faff1af5ff06a44d9a1f1d9cbfc1e429c8c40cf3	retval	retval = _copyElidedNode(from);
src/backend/nodes/copyfuncs.switch.c	222d0cf8cb65628927071a4f526011c4a4ac5c3b	retval	retval = _copyBitmapset(from);
src/backend/nodes/copyfuncs.switch.c	9333974e8a2991cdf49acefabf6ab1205e1f12e1	retval	retval = _copyExtensibleNode(from);
src/backend/nodes/copyfuncs.switch.c	1783083bf3540fdbe2dc60acd5050cb8301c963b	retval	retval = _copyInteger(from);
src/backend/nodes/copyfuncs.switch.c	27a412761230c43131397360e873b43d3cdb4453	retval	retval = _copyFloat(from);
src/backend/nodes/copyfuncs.switch.c	a34259aab8b200749af90f753d90c5d60329bafa	retval	retval = _copyBoolean(from);
src/backend/nodes/copyfuncs.switch.c	dfd34235f7a5aaf7775cdfcc5a526ef04ce381a7	retval	retval = _copyString(from);
src/backend/nodes/copyfuncs.switch.c	5e3d24130dfc2425f6006ad26d37bab734b877c3	retval	retval = _copyBitString(from);
src/backend/nodes/copyfuncs.switch.c	4211f14ed49024308f7d81e715022cade2b7c156	retval	retval = _copyForeignKeyCacheInfo(from);
src/backend/nodes/equalfuncs.switch.c	ff88b52a25a23acfaf6c9922bc2b7f765647401f	retval	retval = _equalAlias(a, b);
src/backend/nodes/equalfuncs.switch.c	5330d90b4d17df94998d2a68406935635507c816	retval	retval = _equalRangeVar(a, b);
src/backend/nodes/equalfuncs.switch.c	a5b1c4124d970008922d898c84d7fae7b4057573	retval	retval = _equalTableFunc(a, b);
src/backend/nodes/equalfuncs.switch.c	d56c4d76e7944d9eb34ca50729d47bb2137e86ef	retval	retval = _equalIntoClause(a, b);
src/backend/nodes/equalfuncs.switch.c	4cc3b7286f21dffcb6d41a271fd48a4ca7214642	retval	retval = _equalVar(a, b);
src/backend/nodes/equalfuncs.switch.c	5261b0fb4a5843e705579f6e7d2b4b2e2ebf195c	retval	retval = _equalConst(a, b);
src/backend/nodes/equalfuncs.switch.c	5bbb2efb8ab1841686f4fd7d2512c9912ea895ea	retval	retval = _equalParam(a, b);
src/backend/nodes/equalfuncs.switch.c	933cd18e47db9f1c36e28c7ba9869aa3b5b7a1e3	retval	retval = _equalAggref(a, b);
src/backend/nodes/equalfuncs.switch.c	5673d5e8e4bd9d950061c5eed4a353999617233a	retval	retval = _equalGroupingFunc(a, b);
src/backend/nodes/equalfuncs.switch.c	18fbfe0e7d6f83532960b97310b3f4e02603b402	retval	retval = _equalWindowFunc(a, b);
src/backend/nodes/equalfuncs.switch.c	510f9d94b21320266c405387c4df5163f5a6e507	retval	retval = _equalWindowFuncRunCondition(a, b);
src/backend/nodes/equalfuncs.switch.c	03d20622eaf59c3b62d72bcfdab3a8729951f4e3	retval	retval = _equalMergeSupportFunc(a, b);
src/backend/nodes/equalfuncs.switch.c	79a3dafa4873d5a76ac9db9dbdd291853f115f7d	retval	retval = _equalSubscriptingRef(a, b);
src/backend/nodes/equalfuncs.switch.c	4f70f215b411f78e04327abe4ad6b8296babcf11	retval	retval = _equalFuncExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	570a132918f69a48024dc305749f44960b76935a	retval	retval = _equalNamedArgExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	f12baf76831cc046de72dc6a7961c628b6dfd3f2	retval	retval = _equalOpExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	0ff6f7f7ed4b4764e23a2e10fee75783dc7dc092	retval	retval = _equalDistinctExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	093d81e84735210ddd174cbba1b42b7b48462a82	retval	retval = _equalNullIfExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	cfbf398f4a3de460c3edeec7dbee95c24b59e92a	retval	retval = _equalScalarArrayOpExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	c57816fa53954f823a2c9e70857555723a566771	retval	retval = _equalBoolExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	47785375075d46935a64cec4cf87aacf3582f9db	retval	retval = _equalSubLink(a, b);
src/backend/nodes/equalfuncs.switch.c	f386f3c2f47c0d4d5cad5ef39a4443455de3d39a	retval	retval = _equalSubPlan(a, b);
src/backend/nodes/equalfuncs.switch.c	29b0277dfc273276c20ec3359881801e0942bec1	retval	retval = _equalAlternativeSubPlan(a, b);
src/backend/nodes/equalfuncs.switch.c	2967e58030d11f6eae95b713055b4875a5197bf7	retval	retval = _equalFieldSelect(a, b);
src/backend/nodes/equalfuncs.switch.c	3a51bfc63b530272fd5e1a846b639b9edfa49e48	retval	retval = _equalFieldStore(a, b);
src/backend/nodes/equalfuncs.switch.c	fccfa1f2469d3993c96d3e5f43e771ccb9922044	retval	retval = _equalRelabelType(a, b);
src/backend/nodes/equalfuncs.switch.c	3461e9e78c6c4df62ac91b0718945a4b7f217e26	retval	retval = _equalCoerceViaIO(a, b);
src/backend/nodes/equalfuncs.switch.c	3c0f2368993cbd679e3b13ad68c6385314c89014	retval	retval = _equalArrayCoerceExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	d076940452ae5a6e76c0d566e02ad400d8eba586	retval	retval = _equalConvertRowtypeExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	db52e653bb217b946675ca62eec67811354e0b37	retval	retval = _equalCollateExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	0f8e5d98d4a6ee2e5e34121f5b2ac54da651ebf9	retval	retval = _equalCaseExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	cd293e48cfb81c409d1b1e86f7c0399134b0fc41	retval	retval = _equalCaseWhen(a, b);
src/backend/nodes/equalfuncs.switch.c	c9d887c267a2761c471c3bf93f6d368633eb88b2	retval	retval = _equalCaseTestExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	d7cc22803bf160ff87b6c66ce58ae5df2d1c192c	retval	retval = _equalArrayExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	70fbae31cb2ccd68d78d6c4f670bb7bfac9362e1	retval	retval = _equalRowExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	adc3068e9ece50e408f382f379c890c1a84131e8	retval	retval = _equalRowCompareExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	bacc62976f666cabfd3c75236568a0075a5206b3	retval	retval = _equalCoalesceExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	c5e4fe1623d01dec74374dcab522db72edbfa17f	retval	retval = _equalMinMaxExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	ae4986ced8878665269f07d06ba7e95743f4ce7c	retval	retval = _equalSQLValueFunction(a, b);
src/backend/nodes/equalfuncs.switch.c	49ecc98f54b92e61bdc5b42d339415676062a522	retval	retval = _equalXmlExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	d97caf5d2e67be25ceb24c9feab6cfa1cd5a0715	retval	retval = _equalJsonFormat(a, b);
src/backend/nodes/equalfuncs.switch.c	2d58cf963cc2178076fe3667377e05f001d6ff1c	retval	retval = _equalJsonReturning(a, b);
src/backend/nodes/equalfuncs.switch.c	2e21a30d3e2623ec6264e20e435252550b0769b7	retval	retval = _equalJsonValueExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	20e35901d2827e04a38f917e5cbef29ede5c513d	retval	retval = _equalJsonConstructorExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	5f97038deb4c5cb2d271c8460f485ae908fde048	retval	retval = _equalJsonIsPredicate(a, b);
src/backend/nodes/equalfuncs.switch.c	89e5870f5eaaa320af50515baf28903bbb7fb93e	retval	retval = _equalJsonBehavior(a, b);
src/backend/nodes/equalfuncs.switch.c	51995948da28311dbb636b3966709080b2465acd	retval	retval = _equalJsonExpr(a, b);
src/backend/nodes/equalfuncs.switch.c	d22532fa356c84c69473ed50b2f525e4c5bf1b3b	retval	retval = _equalJsonTablePath(a, b);
src/backend/nodes/equalfuncs.switch.c	33ae8e8aee690c243f67eeabf8d6c1a6366c8940	retval	retval = _equalJsonTablePathScan(a, b);
src/backend/nodes/equalfuncs.switch.c	ea6f07ab707ef6f5e91deb5d916e9cb9fe502158	retval	retval = _equalJsonTableSiblingJoin(a, b);
src/backend/nodes/equalfuncs.switch.c	81dcd4e1638d4329986238b7e0c8286e3f034ecb	retval	retval = _equalNullTest(a, b);
src/backend/nodes/equalfuncs.switch.c	8964000d5931be80b1664a7e4b00e14ab8f41f0b	retval	retval = _equalBooleanTest(a, b);
